release_date,spawning_year,release_month,n_particles,n_M6,n_M6_north_1979-2015,n_M6_north_2016-2025,n_M6_north_envelope
2006-01-10,2006,1,545807,219983,199438,206313,199364
2006-01-11,2006,1,545807,218078,199467,206210,199380
2006-01-12,2006,1,545807,217134,199844,206578,199768
2006-01-13,2006,1,545807,217083,200233,206861,200149
2006-01-14,2006,1,545807,216536,200118,206535,200026
2006-01-15,2006,1,545807,213829,199977,205308,199880
2006-01-16,2006,1,545807,210587,199520,203227,199429
2006-01-17,2006,1,545807,207848,198817,201577,198719
2006-01-18,2006,1,545807,205062,197749,199933,197663
2006-01-19,2006,1,545807,204299,197715,199687,197643
2006-01-20,2006,1,545807,202722,196686,198470,196612
2006-01-21,2006,1,545807,201738,195941,197679,195849
2006-01-22,2006,1,545807,201301,195665,197535,195576
2006-01-23,2006,1,545807,200262,195093,196806,195009
2006-01-24,2006,1,545807,199353,194360,196082,194295
2006-01-25,2006,1,545807,198918,194201,195960,194188
2006-01-26,2006,1,545807,198481,193833,195609,193827
2006-01-27,2006,1,545807,197965,193348,195175,193348
2006-01-28,2006,1,545807,197967,193609,195289,193609
2006-01-29,2006,1,545807,197741,193345,195084,193345
2006-01-30,2006,1,545807,197499,193169,194863,193169
2006-01-31,2006,1,545807,197305,193080,194677,193080
2006-02-01,2006,2,545807,196806,192821,194338,192821
2006-02-02,2006,2,545807,196574,192658,194189,192658
2006-02-03,2006,2,545807,196413,192620,193932,192620
2006-02-04,2006,2,545807,196371,192733,194001,192733
2006-02-05,2006,2,545807,195286,192044,193011,192044
2006-02-06,2006,2,545807,193805,190713,191553,190713
2006-02-07,2006,2,545807,193275,190207,190961,190207
2006-02-08,2006,2,545807,192153,189417,190093,189417
2006-02-09,2006,2,545807,191589,188829,189444,188829
2006-02-10,2006,2,545807,190947,188225,188856,188225
2006-02-11,2006,2,545807,190558,188014,188561,188014
2006-02-12,2006,2,545807,190239,187741,188313,187741
2006-02-13,2006,2,545807,189872,187373,187955,187373
2006-02-14,2006,2,545807,189664,187198,187787,187198
2006-02-15,2006,2,545807,189607,187249,187813,187249
2006-02-16,2006,2,545807,189326,186977,187567,186977
2006-02-17,2006,2,545807,189524,187138,187740,187138
2006-02-18,2006,2,545807,189575,187228,187836,187228
2006-02-19,2006,2,545807,189275,187086,187696,187086
2006-02-20,2006,2,545807,189353,187235,187876,187235
2006-02-21,2006,2,545807,189211,187061,187670,187061
2006-02-22,2006,2,545807,189149,187085,187678,187085
2006-02-23,2006,2,545807,188601,186588,187184,186588
2006-02-24,2006,2,545807,187949,185903,186479,185903
2006-02-25,2006,2,545807,187835,185896,186476,185896
2006-02-26,2006,2,545807,187465,185475,186099,185475
2006-02-27,2006,2,545807,187116,185255,185812,185255
2006-02-28,2006,2,545807,186807,184921,185473,184921
2006-03-01,2006,3,545807,186941,185192,185676,185192
2006-03-02,2006,3,545807,187011,185241,185708,185241
2006-03-03,2006,3,545807,186908,185237,185717,185237
2006-03-04,2006,3,545807,186628,185200,185639,185200
2006-03-05,2006,3,545807,186896,185471,185913,185471
2006-03-06,2006,3,545807,186561,185118,185533,185118
2006-03-07,2006,3,545807,186222,184735,185178,184735
2006-03-08,2006,3,545807,185856,184440,184861,184440
2006-03-09,2006,3,545807,185213,183899,184281,183899
2006-03-10,2006,3,545807,184853,183682,184003,183682
2006-03-11,2006,3,545807,183970,182751,183071,182751
2006-03-12,2006,3,545807,183333,182120,182418,182120
2006-03-13,2006,3,545807,182254,181076,181401,181076
2006-03-14,2006,3,545807,181288,180107,180412,180107
2006-11-15,2007,11,545807,209842,187824,193689,187795
2006-11-16,2007,11,545807,212483,188949,195067,188915
2006-11-17,2007,11,545807,214330,189885,196166,189850
2006-11-18,2007,11,545807,215714,190073,196470,190024
2006-11-19,2007,11,545807,217723,190400,196904,190367
2006-11-20,2007,11,545807,217116,189953,196275,189928
2006-11-21,2007,11,545807,221302,191678,198009,191633
2006-11-22,2007,11,545807,225861,193549,200011,193492
2006-11-23,2007,11,545807,226563,194123,200050,194059
2006-11-24,2007,11,545807,227286,194632,200835,194591
2006-11-25,2007,11,545807,230182,196062,202351,195996
2006-11-26,2007,11,545807,232918,196715,202939,196659
2006-11-27,2007,11,545807,235381,197180,203405,197118
2006-11-28,2007,11,545807,238890,197974,204254,197907
2006-11-29,2007,11,545807,240265,198678,205105,198620
2006-11-30,2007,11,545807,240630,199351,205770,199269
2006-12-01,2007,12,545807,240357,199365,205539,199278
2006-12-02,2007,12,545807,240526,199499,205681,199435
2006-12-03,2007,12,545807,241101,199530,205512,199445
2006-12-04,2007,12,545807,241916,199435,205535,199343
2006-12-05,2007,12,545807,242690,199299,205080,199203
2006-12-06,2007,12,545807,239556,198719,204355,198631
2006-12-07,2007,12,545807,238505,199096,204670,198998
2006-12-08,2007,12,545807,238839,198897,204385,198791
2006-12-09,2007,12,545807,237357,198323,203525,198213
2006-12-10,2007,12,545807,242734,198731,203849,198593
2006-12-11,2007,12,545807,246223,199034,204270,198877
2006-12-12,2007,12,545807,245263,198468,203525,198305
2006-12-13,2007,12,545807,244153,198540,203557,198398
2006-12-14,2007,12,545807,242304,198841,203877,198696
2006-12-15,2007,12,545807,243891,199417,204651,199296
2006-12-16,2007,12,545807,244203,200024,205266,199885
2006-12-17,2007,12,545807,243250,200019,205181,199897
2006-12-18,2007,12,545807,242705,200140,205322,200023
2006-12-19,2007,12,545807,237797,199389,204483,199275
2006-12-20,2007,12,545807,233522,198550,203430,198436
2006-12-21,2007,12,545807,230829,198014,202780,197924
2006-12-22,2007,12,545807,229237,197434,202224,197323
2006-12-23,2007,12,545807,229911,197675,202571,197569
2006-12-24,2007,12,545807,233336,198560,203633,198404
2006-12-25,2007,12,545807,235586,199008,203901,198837
2006-12-26,2007,12,545807,234744,199015,203829,198852
2006-12-27,2007,12,545807,231412,198636,203627,198458
2006-12-28,2007,12,545807,226172,198139,202881,197932
2006-12-29,2007,12,545807,224949,198378,203111,198195
2006-12-30,2007,12,545807,220567,198500,202740,198321
2006-12-31,2007,12,545807,212497,197357,200364,197237
2007-01-01,2007,1,545807,207153,195984,198031,195918
2007-01-02,2007,1,545807,203691,194834,196813,194780
2007-01-03,2007,1,545807,202213,194443,196392,194404
2007-01-04,2007,1,545807,202359,194997,196995,194941
2007-01-05,2007,1,545807,201435,194402,196322,194343
2007-01-06,2007,1,545807,201354,194387,196362,194342
2007-01-07,2007,1,545807,200808,193904,195883,193867
2007-01-08,2007,1,545807,200122,193398,195287,193360
2007-01-09,2007,1,545807,199773,193348,195297,193306
2007-01-10,2007,1,545807,198800,192839,194585,192807
2007-01-11,2007,1,545807,198974,192921,194774,192899
2007-01-12,2007,1,545807,198312,192327,194136,192295
2007-01-13,2007,1,545807,197874,191945,193661,191919
2007-01-14,2007,1,545807,197735,191847,193574,191826
2007-01-15,2007,1,545807,198008,192201,193850,192177
2007-01-16,2007,1,545807,197438,191972,193583,191955
2007-01-17,2007,1,545807,197414,191774,193464,191763
2007-01-18,2007,1,545807,197082,191472,193099,191450
2007-01-19,2007,1,545807,196852,191210,192868,191191
2007-01-20,2007,1,545807,196719,191149,192739,191134
2007-01-21,2007,1,545807,196021,190462,192077,190441
2007-01-22,2007,1,545807,195394,190063,191502,190049
2007-01-23,2007,1,545807,195151,189765,191234,189746
2007-01-24,2007,1,545807,194869,189625,191100,189613
2007-01-25,2007,1,545807,194378,189296,190668,189288
2007-01-26,2007,1,545807,194136,189294,190595,189280
2007-01-27,2007,1,545807,194222,189323,190655,189301
2007-01-28,2007,1,545807,194094,189262,190565,189257
2007-01-29,2007,1,545807,193977,188988,190396,188982
2007-01-30,2007,1,545807,193572,188628,190037,188622
2007-01-31,2007,1,545807,193115,188021,189419,188010
2007-02-01,2007,2,545807,192927,187823,189239,187811
2007-02-02,2007,2,545807,192456,187627,189049,187611
2007-02-03,2007,2,545807,191913,187643,188953,187619
2007-02-04,2007,2,545807,190725,186700,187889,186685
2007-02-05,2007,2,545807,190215,186623,187752,186599
2007-02-06,2007,2,545807,189260,186019,187050,185991
2007-02-07,2007,2,545807,186529,183287,184292,183247
2007-02-08,2007,2,545807,185688,182584,183550,182548
2007-02-09,2007,2,545807,185461,182446,183335,182394
2007-02-10,2007,2,545807,185316,182486,183416,182454
2007-02-11,2007,2,545807,184820,182161,183000,182134
2007-02-12,2007,2,545807,184791,182103,182995,182082
2007-02-13,2007,2,545807,184557,181939,182712,181920
2007-02-14,2007,2,545807,184462,181695,182524,181675
2007-02-15,2007,2,545807,184388,181621,182507,181609
2007-02-16,2007,2,545807,183948,181295,182084,181278
2007-02-17,2007,2,545807,183570,181088,181896,181076
2007-02-18,2007,2,545807,183165,180867,181598,180855
2007-02-19,2007,2,545807,182859,180811,181551,180796
2007-02-20,2007,2,545807,182294,180368,181010,180351
2007-02-21,2007,2,545807,181840,179914,180600,179900
2007-02-22,2007,2,545807,181854,180043,180685,180024
2007-02-23,2007,2,545807,181388,179755,180358,179735
2007-02-24,2007,2,545807,180620,179179,179710,179176
2007-02-25,2007,2,545807,180010,178695,179145,178694
2007-02-26,2007,2,545807,178997,177852,178303,177851
2007-02-27,2007,2,545807,178137,177078,177459,177076
2007-02-28,2007,2,545807,177242,176214,176626,176210
2007-03-01,2007,3,545807,176337,175420,175714,175416
2007-03-02,2007,3,545807,175344,174708,174940,174706
2007-03-03,2007,3,545807,174937,174347,174548,174343
2007-03-04,2007,3,545807,174582,174044,174232,174039
2007-03-05,2007,3,545807,173869,173321,173499,173312
2007-03-06,2007,3,545807,172722,172163,172351,172158
2007-03-07,2007,3,545807,171679,171077,171281,171072
2007-03-08,2007,3,545807,169928,169381,169574,169374
2007-03-09,2007,3,545807,167408,166895,167061,166888
2007-03-10,2007,3,545807,165137,164698,164840,164689
2007-03-11,2007,3,545807,163585,163157,163290,163147
2007-03-12,2007,3,545807,162127,161747,161872,161740
2007-03-13,2007,3,545807,162092,161686,161806,161682
2007-03-14,2007,3,545807,161565,161186,161310,161183
2007-11-15,2008,11,545807,234115,197357,206379,197331
2007-11-16,2008,11,545807,236341,197813,206789,197777
2007-11-17,2008,11,545807,237070,198239,207185,198207
2007-11-18,2008,11,545807,238219,198590,207850,198552
2007-11-19,2008,11,545807,237456,198761,207738,198720
2007-11-20,2008,11,545807,235922,199115,208095,199075
2007-11-21,2008,11,545807,235293,199932,209490,199894
2007-11-22,2008,11,545807,236233,200425,210246,200370
2007-11-23,2008,11,545807,236592,200240,210158,200157
2007-11-24,2008,11,545807,234236,200370,209501,200303
2007-11-25,2008,11,545807,233678,200400,209290,200304
2007-11-26,2008,11,545807,231629,199984,208611,199869
2007-11-27,2008,11,545807,230836,199939,208352,199830
2007-11-28,2008,11,545807,229790,199679,208039,199534
2007-11-29,2008,11,545807,229195,199641,208140,199509
2007-11-30,2008,11,545807,228197,199615,207859,199504
2007-12-01,2008,12,545807,226869,199300,207199,199170
2007-12-02,2008,12,545807,225990,199573,207142,199447
2007-12-03,2008,12,545807,225541,199729,206847,199601
2007-12-04,2008,12,545807,225015,200062,207038,199954
2007-12-05,2008,12,545807,223570,199319,205976,199210
2007-12-06,2008,12,545807,222240,199067,205478,198993
2007-12-07,2008,12,545807,219870,198312,204418,198242
2007-12-08,2008,12,545807,217793,197716,203915,197664
2007-12-09,2008,12,545807,216838,197487,203825,197438
2007-12-10,2008,12,545807,216174,197656,203922,197611
2007-12-11,2008,12,545807,215296,197342,203778,197282
2007-12-12,2008,12,545807,214663,196973,203246,196903
2007-12-13,2008,12,545807,215038,196711,203074,196648
2007-12-14,2008,12,545807,214463,196440,202912,196387
2007-12-15,2008,12,545807,214235,196341,202607,196278
2007-12-16,2008,12,545807,214393,196214,202384,196140
2007-12-17,2008,12,545807,214500,196155,202411,196081
2007-12-18,2008,12,545807,214760,196751,203173,196690
2007-12-19,2008,12,545807,214431,196229,202846,196167
2007-12-20,2008,12,545807,215098,196498,203141,196448
2007-12-21,2008,12,545807,215083,196129,202768,196073
2007-12-22,2008,12,545807,215239,196297,202997,196264
2007-12-23,2008,12,545807,214697,195783,202549,195739
2007-12-24,2008,12,545807,214714,195953,202738,195920
2007-12-25,2008,12,545807,214910,196006,202879,195959
2007-12-26,2008,12,545807,214880,196004,202957,195958
2007-12-27,2008,12,545807,214769,196089,202802,196050
2007-12-28,2008,12,545807,214390,196261,202849,196221
2007-12-29,2008,12,545807,213546,196181,202563,196129
2007-12-30,2008,12,545807,213202,196509,202766,196471
2007-12-31,2008,12,545807,211905,196001,202167,195971
2008-01-01,2008,1,545807,211322,195995,201994,195948
2008-01-02,2008,1,545807,210777,195851,201457,195813
2008-01-03,2008,1,545807,209929,195491,200693,195457
2008-01-04,2008,1,545807,209228,195403,200178,195375
2008-01-05,2008,1,545807,208007,194837,199387,194797
2008-01-06,2008,1,545807,206436,194150,198365,194096
2008-01-07,2008,1,545807,204767,193614,197506,193578
2008-01-08,2008,1,545807,202930,192674,196332,192670
2008-01-09,2008,1,545807,202050,192330,195789,192330
2008-01-10,2008,1,545807,201500,192098,195476,192097
2008-01-11,2008,1,545807,201225,191807,195246,191807
2008-01-12,2008,1,545807,200992,191680,195034,191680
2008-01-13,2008,1,545807,201073,191944,195322,191944
2008-01-14,2008,1,545807,200608,191706,195083,191706
2008-01-15,2008,1,545807,200645,191847,195186,191847
2008-01-16,2008,1,545807,200878,192462,195898,192462
2008-01-17,2008,1,545807,200437,192272,195742,192272
2008-01-18,2008,1,545807,200605,192430,195954,192430
2008-01-19,2008,1,545807,200170,191859,195465,191859
2008-01-20,2008,1,545807,200103,192177,195733,192177
2008-01-21,2008,1,545807,199653,191724,195259,191724
2008-01-22,2008,1,545807,199768,191973,195480,191973
2008-01-23,2008,1,545807,199645,191953,195417,191953
2008-01-24,2008,1,545807,199199,191661,195177,191661
2008-01-25,2008,1,545807,199270,191943,195476,191937
2008-01-26,2008,1,545807,198979,191803,195287,191803
2008-01-27,2008,1,545807,199204,192182,195667,192182
2008-01-28,2008,1,545807,199070,192135,195547,192132
2008-01-29,2008,1,545807,199303,192367,195872,192362
2008-01-30,2008,1,545807,198796,191904,195418,191897
2008-01-31,2008,1,545807,198293,191780,195172,191771
2008-02-01,2008,2,545807,197713,191044,194451,191032
2008-02-02,2008,2,545807,197667,191139,194349,191126
2008-02-03,2008,2,545807,197832,191383,194571,191373
2008-02-04,2008,2,545807,197986,191548,194793,191536
2008-02-05,2008,2,545807,197997,191557,194802,191545
2008-02-06,2008,2,545807,198039,191555,194812,191543
2008-02-07,2008,2,545807,197771,191375,194625,191369
2008-02-08,2008,2,545807,197721,191356,194527,191354
2008-02-09,2008,2,545807,197886,191671,194919,191671
2008-02-10,2008,2,545807,197909,191648,194883,191647
2008-02-11,2008,2,545807,197641,191570,194778,191570
2008-02-12,2008,2,545807,197459,191372,194557,191370
2008-02-13,2008,2,545807,197369,191278,194360,191274
2008-02-14,2008,2,545807,196705,190552,193632,190546
2008-02-15,2008,2,545807,195836,189872,192888,189864
2008-02-16,2008,2,545807,195397,189657,192545,189653
2008-02-17,2008,2,545807,194980,189235,192121,189228
2008-02-18,2008,2,545807,194060,188709,191494,188696
2008-02-19,2008,2,545807,193081,188012,190762,188012
2008-02-20,2008,2,545807,191455,186849,189355,186848
2008-02-21,2008,2,545807,190444,186117,188386,186112
2008-02-22,2008,2,545807,189956,185581,187919,185572
2008-02-23,2008,2,545807,189151,184773,187142,184768
2008-02-24,2008,2,545807,188942,184739,186903,184733
2008-02-25,2008,2,545807,188030,183817,185969,183812
2008-02-26,2008,2,545807,186812,182880,184869,182878
2008-02-27,2008,2,545807,185799,182081,183975,182079
2008-02-28,2008,2,545807,184882,181193,183172,181189
2008-02-29,2008,2,545807,184907,181505,183400,181500
2008-03-01,2008,3,545807,185256,181956,183885,181951
2008-03-02,2008,3,545807,185120,181856,183663,181849
2008-03-03,2008,3,545807,184242,181150,182957,181149
2008-03-04,2008,3,545807,184234,181234,183060,181231
2008-03-05,2008,3,545807,184326,181279,183171,181277
2008-03-06,2008,3,545807,184240,181106,183002,181106
2008-03-07,2008,3,545807,183728,180704,182512,180702
2008-03-08,2008,3,545807,183306,180348,182193,180345
2008-03-09,2008,3,545807,182713,179678,181570,179671
2008-03-10,2008,3,545807,182725,179692,181594,179686
2008-03-11,2008,3,545807,182668,179561,181537,179554
2008-03-12,2008,3,545807,182598,179441,181472,179432
2008-03-13,2008,3,545807,182068,178771,180832,178764
2008-03-14,2008,3,545807,182412,179156,181181,179147
2008-11-15,2009,11,545807,282936,203090,216208,202998
2008-11-16,2009,11,545807,283084,203928,217019,203824
2008-11-17,2009,11,545807,280140,204593,218043,204487
2008-11-18,2009,11,545807,277761,204532,218035,204436
2008-11-19,2009,11,545807,278281,204376,218028,204271
2008-11-20,2009,11,545807,279506,204502,217908,204382
2008-11-21,2009,11,545807,278815,204518,217906,204419
